SessionId,SessionDate,SessionStartTime,SessionEndTime,SessionVenueId,NumberofBeds,Numberofconsultants,NumberofNurses,NumberInvited,NumberAttended,NumberofDonations,TotalBloodCollected
5570,2016-03-30,2016-03-30 09:00:00,2016-03-30 14:00:00,6,9,4,8,200,144,110,63
5571,2016-03-31,2016-03-31 09:00:00,2016-03-31 14:00:00,6,9,4,8,200,144,110,63
5572,2016-04-01,2016-04-01 09:00:00,2016-04-01 14:00:00,6,9,4,8,200,144,110,63
5573,2016-04-02,2016-04-02 09:00:00,2016-04-02 14:00:00,6,9,4,8,200,144,110,63
5574,2016-04-03,2016-04-03 09:00:00,2016-04-03 14:00:00,6,9,4,8,200,144,110,63
5575,2016-04-04,2016-04-04 09:00:00,2016-04-04 14:00:00,6,9,4,8,200,144,110,63
5576,2016-04-05,2016-04-05 09:00:00,2016-04-05 14:00:00,6,9,4,8,200,144,110,63
5577,2016-04-06,2016-04-06 09:00:00,2016-04-06 14:00:00,6,9,4,8,200,144,110,63
5578,2016-04-07,2016-04-07 09:00:00,2016-04-07 14:00:00,6,9,4,8,200,144,110,63
5579,2016-04-08,2016-04-08 09:00:00,2016-04-08 14:00:00,6,9,4,8,200,144,110,63
5580,2016-04-09,2016-04-09 09:00:00,2016-04-09 14:00:00,6,9,4,8,200,144,110,63
5581,2016-04-10,2016-04-10 09:00:00,2016-04-10 14:00:00,6,9,4,8,200,144,110,63
5582,2016-04-11,2016-04-11 09:00:00,2016-04-11 14:00:00,6,9,4,8,200,144,110,63
5583,2016-04-12,2016-04-12 09:00:00,2016-04-12 14:00:00,6,9,4,8,200,144,110,63
5584,2016-04-13,2016-04-13 09:00:00,2016-04-13 14:00:00,6,9,4,8,200,144,110,63
5585,2016-04-14,2016-04-14 09:00:00,2016-04-14 14:00:00,6,9,4,8,200,144,110,63
5586,2016-04-15,2016-04-15 09:00:00,2016-04-15 14:00:00,6,9,4,8,200,144,110,63
5587,2016-04-16,2016-04-16 09:00:00,2016-04-16 14:00:00,6,9,4,8,200,144,110,63
5588,2016-04-17,2016-04-17 09:00:00,2016-04-17 14:00:00,6,9,4,8,200,144,110,63
5589,2016-04-18,2016-04-18 09:00:00,2016-04-18 14:00:00,6,9,4,8,200,144,110,63
5590,2016-04-19,2016-04-19 09:00:00,2016-04-19 14:00:00,6,9,4,8,200,144,110,63
5591,2016-04-20,2016-04-20 09:00:00,2016-04-20 14:00:00,6,9,4,8,200,144,110,63
5592,2016-04-21,2016-04-21 09:00:00,2016-04-21 14:00:00,6,9,4,8,200,144,110,63
5593,2016-04-22,2016-04-22 09:00:00,2016-04-22 14:00:00,6,9,4,8,200,144,110,63
5594,2016-04-23,2016-04-23 09:00:00,2016-04-23 14:00:00,6,9,4,8,200,144,110,63
5595,2016-04-24,2016-04-24 09:00:00,2016-04-24 14:00:00,6,9,4,8,200,144,110,63
5596,2016-04-25,2016-04-25 09:00:00,2016-04-25 14:00:00,6,9,4,8,200,144,110,63
5597,2016-04-26,2016-04-26 09:00:00,2016-04-26 14:00:00,6,9,4,8,200,144,110,63
5598,2016-04-27,2016-04-27 09:00:00,2016-04-27 14:00:00,6,9,4,8,200,144,110,63
5599,2016-04-28,2016-04-28 09:00:00,2016-04-28 14:00:00,6,9,4,8,200,144,110,63
5600,2016-04-29,2016-04-29 09:00:00,2016-04-29 14:00:00,6,9,4,8,200,144,110,63
5601,2016-04-30,2016-04-30 09:00:00,2016-04-30 14:00:00,6,9,4,8,200,144,110,63
5602,2016-05-01,2016-05-01 09:00:00,2016-05-01 14:00:00,6,9,4,8,200,144,110,63
5603,2016-05-02,2016-05-02 09:00:00,2016-05-02 14:00:00,6,9,4,8,200,144,110,63
5604,2016-05-03,2016-05-03 09:00:00,2016-05-03 14:00:00,6,9,4,8,200,144,110,63
5605,2016-05-04,2016-05-04 09:00:00,2016-05-04 14:00:00,6,9,4,8,200,144,110,63
5606,2016-05-05,2016-05-05 09:00:00,2016-05-05 14:00:00,6,9,4,8,200,144,110,63
5607,2016-05-06,2016-05-06 09:00:00,2016-05-06 14:00:00,6,9,4,8,200,144,110,63
5608,2016-05-07,2016-05-07 09:00:00,2016-05-07 14:00:00,6,9,4,8,200,144,110,63
5609,2016-05-08,2016-05-08 09:00:00,2016-05-08 14:00:00,6,9,4,8,200,144,110,63
5610,2016-05-09,2016-05-09 09:00:00,2016-05-09 14:00:00,6,9,4,8,200,144,110,63
5611,2016-05-10,2016-05-10 09:00:00,2016-05-10 14:00:00,6,9,4,8,200,144,110,63
5612,2016-05-11,2016-05-11 09:00:00,2016-05-11 14:00:00,6,9,4,8,200,144,110,63
5613,2016-05-12,2016-05-12 09:00:00,2016-05-12 14:00:00,6,9,4,8,200,144,110,63
5614,2016-05-13,2016-05-13 09:00:00,2016-05-13 14:00:00,6,9,4,8,200,144,110,63
5615,2016-05-14,2016-05-14 09:00:00,2016-05-14 14:00:00,6,9,4,8,200,144,110,63
5616,2016-05-15,2016-05-15 09:00:00,2016-05-15 14:00:00,6,9,4,8,200,144,110,63
5617,2016-05-16,2016-05-16 09:00:00,2016-05-16 14:00:00,6,9,4,8,200,144,110,63
5618,2016-05-17,2016-05-17 09:00:00,2016-05-17 14:00:00,6,9,4,8,200,144,110,63
5619,2016-05-18,2016-05-18 09:00:00,2016-05-18 14:00:00,6,9,4,8,200,144,110,63
5620,2016-05-19,2016-05-19 09:00:00,2016-05-19 14:00:00,6,9,4,8,200,144,110,63
5621,2016-05-20,2016-05-20 09:00:00,2016-05-20 14:00:00,6,9,4,8,200,144,110,63
5622,2016-05-21,2016-05-21 09:00:00,2016-05-21 14:00:00,6,9,4,8,200,144,110,63
5623,2016-05-22,2016-05-22 09:00:00,2016-05-22 14:00:00,6,9,4,8,200,144,110,63
5624,2016-05-23,2016-05-23 09:00:00,2016-05-23 14:00:00,6,9,4,8,200,144,110,63
5625,2016-05-24,2016-05-24 09:00:00,2016-05-24 14:00:00,6,9,4,8,200,144,110,63
5626,2016-05-25,2016-05-25 09:00:00,2016-05-25 14:00:00,6,9,4,8,200,144,110,63
5627,2016-05-26,2016-05-26 09:00:00,2016-05-26 14:00:00,6,9,4,8,200,144,110,63
5628,2016-05-27,2016-05-27 09:00:00,2016-05-27 14:00:00,6,9,4,8,200,144,110,63
5629,2016-05-28,2016-05-28 09:00:00,2016-05-28 14:00:00,6,9,4,8,200,144,110,63
5630,2016-05-29,2016-05-29 09:00:00,2016-05-29 14:00:00,6,9,4,8,200,144,110,63
5631,2016-05-30,2016-05-30 09:00:00,2016-05-30 14:00:00,6,9,4,8,200,144,110,63
5632,2016-05-31,2016-05-31 09:00:00,2016-05-31 14:00:00,6,9,4,8,200,144,110,63
5633,2016-06-01,2016-06-01 09:00:00,2016-06-01 14:00:00,6,9,4,8,200,144,110,63
5634,2016-06-02,2016-06-02 09:00:00,2016-06-02 14:00:00,6,9,4,8,200,144,110,63
5635,2016-06-03,2016-06-03 09:00:00,2016-06-03 14:00:00,6,9,4,8,200,144,110,63
5636,2016-06-04,2016-06-04 09:00:00,2016-06-04 14:00:00,6,9,4,8,200,144,110,63
5637,2016-06-05,2016-06-05 09:00:00,2016-06-05 14:00:00,6,9,4,8,200,144,110,63
5638,2016-06-06,2016-06-06 09:00:00,2016-06-06 14:00:00,6,9,4,8,200,144,110,63
5639,2016-06-07,2016-06-07 09:00:00,2016-06-07 14:00:00,6,9,4,8,200,144,110,63
5640,2016-06-08,2016-06-08 09:00:00,2016-06-08 14:00:00,6,9,4,8,200,144,110,63
5641,2016-06-09,2016-06-09 09:00:00,2016-06-09 14:00:00,6,9,4,8,200,144,110,63
5642,2016-06-10,2016-06-10 09:00:00,2016-06-10 14:00:00,6,9,4,8,200,144,110,63
5643,2016-06-11,2016-06-11 09:00:00,2016-06-11 14:00:00,6,9,4,8,200,144,110,63
5644,2016-06-12,2016-06-12 09:00:00,2016-06-12 14:00:00,6,9,4,8,200,144,110,63
5645,2016-06-13,2016-06-13 09:00:00,2016-06-13 14:00:00,6,9,4,8,200,144,110,63
5646,2016-06-14,2016-06-14 09:00:00,2016-06-14 14:00:00,6,9,4,8,200,144,110,63
5647,2016-06-15,2016-06-15 09:00:00,2016-06-15 14:00:00,6,9,4,8,200,144,110,63
5648,2016-06-16,2016-06-16 09:00:00,2016-06-16 14:00:00,6,9,4,8,200,144,110,63
5649,2016-06-17,2016-06-17 09:00:00,2016-06-17 14:00:00,6,9,4,8,200,144,110,63
5650,2016-06-18,2016-06-18 09:00:00,2016-06-18 14:00:00,6,9,4,8,200,144,110,63
5651,2016-06-19,2016-06-19 09:00:00,2016-06-19 14:00:00,6,9,4,8,200,144,110,63
5652,2016-06-20,2016-06-20 09:00:00,2016-06-20 14:00:00,6,9,4,8,200,144,110,63
5653,2016-06-21,2016-06-21 09:00:00,2016-06-21 14:00:00,6,9,4,8,200,144,110,63
5654,2016-06-22,2016-06-22 09:00:00,2016-06-22 14:00:00,6,9,4,8,200,144,110,63
5655,2016-06-23,2016-06-23 09:00:00,2016-06-23 14:00:00,6,9,4,8,200,144,110,63
5656,2016-06-24,2016-06-24 09:00:00,2016-06-24 14:00:00,6,9,4,8,200,144,110,63
5657,2016-06-25,2016-06-25 09:00:00,2016-06-25 14:00:00,6,9,4,8,200,144,110,63
5658,2016-06-26,2016-06-26 09:00:00,2016-06-26 14:00:00,6,9,4,8,200,144,110,63
5659,2016-06-27,2016-06-27 09:00:00,2016-06-27 14:00:00,6,9,4,8,200,144,110,63
5660,2016-06-28,2016-06-28 09:00:00,2016-06-28 14:00:00,6,9,4,8,200,144,110,63
5661,2016-06-29,2016-06-29 09:00:00,2016-06-29 14:00:00,6,9,4,8,200,144,110,63
5662,2016-06-30,2016-06-30 09:00:00,2016-06-30 14:00:00,6,9,4,8,200,144,110,63
5663,2016-07-01,2016-07-01 09:00:00,2016-07-01 14:00:00,6,9,4,8,200,144,110,63
5664,2016-07-02,2016-07-02 09:00:00,2016-07-02 14:00:00,6,9,4,8,200,144,110,63
5665,2016-07-03,2016-07-03 09:00:00,2016-07-03 14:00:00,6,9,4,8,200,144,110,63
5666,2016-07-04,2016-07-04 09:00:00,2016-07-04 14:00:00,6,9,4,8,200,144,110,63
5667,2016-07-05,2016-07-05 09:00:00,2016-07-05 14:00:00,6,9,4,8,200,144,110,63
5668,2016-07-06,2016-07-06 09:00:00,2016-07-06 14:00:00,6,9,4,8,200,144,110,63
5669,2016-07-07,2016-07-07 09:00:00,2016-07-07 14:00:00,6,9,4,8,200,144,110,63
5670,2016-07-08,2016-07-08 09:00:00,2016-07-08 14:00:00,6,9,4,8,200,144,110,63
5671,2016-07-09,2016-07-09 09:00:00,2016-07-09 14:00:00,6,9,4,8,200,144,110,63
5672,2016-07-10,2016-07-10 09:00:00,2016-07-10 14:00:00,6,9,4,8,200,144,110,63
5673,2016-07-11,2016-07-11 09:00:00,2016-07-11 14:00:00,6,9,4,8,200,144,110,63
5674,2016-07-12,2016-07-12 09:00:00,2016-07-12 14:00:00,6,9,4,8,200,144,110,63
5675,2016-07-13,2016-07-13 09:00:00,2016-07-13 14:00:00,6,9,4,8,200,144,110,63
5676,2016-07-14,2016-07-14 09:00:00,2016-07-14 14:00:00,6,9,4,8,200,144,110,63
5677,2016-07-15,2016-07-15 09:00:00,2016-07-15 14:00:00,6,9,4,8,200,144,110,63
5678,2016-07-16,2016-07-16 09:00:00,2016-07-16 14:00:00,6,9,4,8,200,144,110,63
5679,2016-07-17,2016-07-17 09:00:00,2016-07-17 14:00:00,6,9,4,8,200,144,110,63
5680,2016-07-18,2016-07-18 09:00:00,2016-07-18 14:00:00,6,9,4,8,200,144,110,63
5681,2016-07-19,2016-07-19 09:00:00,2016-07-19 14:00:00,6,9,4,8,200,144,110,63
5682,2016-07-20,2016-07-20 09:00:00,2016-07-20 14:00:00,6,9,4,8,200,144,110,63
5683,2016-07-21,2016-07-21 09:00:00,2016-07-21 14:00:00,6,9,4,8,200,144,110,63
5684,2016-07-22,2016-07-22 09:00:00,2016-07-22 14:00:00,6,9,4,8,200,144,110,63
5685,2016-07-23,2016-07-23 09:00:00,2016-07-23 14:00:00,6,9,4,8,200,144,110,63
5686,2016-07-24,2016-07-24 09:00:00,2016-07-24 14:00:00,6,9,4,8,200,144,110,63
5687,2016-07-25,2016-07-25 09:00:00,2016-07-25 14:00:00,6,9,4,8,200,144,110,63
5688,2016-07-26,2016-07-26 09:00:00,2016-07-26 14:00:00,6,9,4,7,150,91,68,39
5689,2016-07-27,2016-07-27 09:00:00,2016-07-27 14:00:00,6,9,4,7,150,87,65,37
5690,2016-07-28,2016-07-28 09:00:00,2016-07-28 14:00:00,6,9,4,7,150,87,65,37
5691,2016-07-29,2016-07-29 09:00:00,2016-07-29 14:00:00,6,9,4,7,150,87,65,37
5692,2016-07-30,2016-07-30 09:00:00,2016-07-30 14:00:00,6,9,4,7,150,87,65,37
5693,2016-07-31,2016-07-31 09:00:00,2016-07-31 14:00:00,6,9,4,7,150,87,65,37
5694,2016-08-01,2016-08-01 09:00:00,2016-08-01 14:00:00,6,9,4,7,150,87,65,37
5695,2016-08-02,2016-08-02 09:00:00,2016-08-02 14:00:00,6,9,4,7,150,87,65,37
5696,2016-08-03,2016-08-03 09:00:00,2016-08-03 14:00:00,6,9,4,7,150,87,65,37
5697,2016-08-04,2016-08-04 09:00:00,2016-08-04 14:00:00,6,9,4,7,150,87,65,37
5698,2016-08-05,2016-08-05 09:00:00,2016-08-05 14:00:00,6,9,4,7,150,87,65,37
5699,2016-08-06,2016-08-06 09:00:00,2016-08-06 14:00:00,6,9,4,7,150,87,65,37
5700,2016-08-07,2016-08-07 09:00:00,2016-08-07 14:00:00,6,9,4,7,150,87,65,37
5701,2016-08-08,2016-08-08 09:00:00,2016-08-08 14:00:00,6,9,4,7,150,87,65,37
5702,2016-08-09,2016-08-09 09:00:00,2016-08-09 14:00:00,6,9,4,7,150,87,65,37
5703,2016-08-10,2016-08-10 09:00:00,2016-08-10 14:00:00,6,9,4,7,150,87,65,37
5704,2016-08-11,2016-08-11 09:00:00,2016-08-11 14:00:00,6,9,4,7,150,87,65,37
5705,2016-08-12,2016-08-12 09:00:00,2016-08-12 14:00:00,6,9,4,7,150,87,65,37
5706,2016-08-13,2016-08-13 09:00:00,2016-08-13 14:00:00,6,9,4,7,150,87,65,37
5707,2016-08-14,2016-08-14 09:00:00,2016-08-14 14:00:00,6,9,4,7,150,87,65,37
5708,2016-08-15,2016-08-15 09:00:00,2016-08-15 14:00:00,6,9,4,7,150,87,65,37
5709,2016-08-16,2016-08-16 09:00:00,2016-08-16 14:00:00,6,9,4,7,150,87,65,37
5710,2016-08-17,2016-08-17 09:00:00,2016-08-17 14:00:00,6,9,4,7,150,87,65,37
5711,2016-08-18,2016-08-18 09:00:00,2016-08-18 14:00:00,6,9,4,7,150,87,65,37
5712,2016-08-19,2016-08-19 09:00:00,2016-08-19 14:00:00,6,9,4,7,150,87,65,37
5713,2016-08-20,2016-08-20 09:00:00,2016-08-20 14:00:00,6,9,4,7,150,87,65,37
5714,2016-08-21,2016-08-21 09:00:00,2016-08-21 14:00:00,6,9,4,7,150,87,65,37
5715,2016-08-22,2016-08-22 09:00:00,2016-08-22 14:00:00,6,9,4,7,150,87,65,37
5716,2016-08-23,2016-08-23 09:00:00,2016-08-23 14:00:00,6,9,4,7,150,87,65,37
5717,2016-08-24,2016-08-24 09:00:00,2016-08-24 14:00:00,6,9,4,7,150,87,65,37
5718,2016-08-25,2016-08-25 09:00:00,2016-08-25 14:00:00,6,9,4,7,150,87,65,37
5719,2016-08-26,2016-08-26 09:00:00,2016-08-26 14:00:00,6,9,4,7,150,87,65,37
5720,2016-08-27,2016-08-27 09:00:00,2016-08-27 14:00:00,6,9,4,8,200,144,110,63
5721,2016-08-28,2016-08-28 09:00:00,2016-08-28 14:00:00,6,9,4,8,200,144,110,63
5722,2016-08-29,2016-08-29 09:00:00,2016-08-29 14:00:00,6,9,4,8,200,144,110,63
5723,2016-08-30,2016-08-30 09:00:00,2016-08-30 14:00:00,6,9,4,8,200,144,110,63
5724,2016-08-31,2016-08-31 09:00:00,2016-08-31 14:00:00,6,9,4,8,200,144,110,63
5725,2016-09-01,2016-09-01 09:00:00,2016-09-01 14:00:00,6,9,4,8,200,144,110,63
5726,2016-09-02,2016-09-02 09:00:00,2016-09-02 14:00:00,6,9,4,8,200,144,110,63
5727,2016-09-03,2016-09-03 09:00:00,2016-09-03 14:00:00,6,9,4,8,200,144,110,63
5728,2016-09-04,2016-09-04 09:00:00,2016-09-04 14:00:00,6,9,4,8,200,144,110,63
5729,2016-09-05,2016-09-05 09:00:00,2016-09-05 14:00:00,6,9,4,8,200,144,110,63
5730,2016-09-06,2016-09-06 09:00:00,2016-09-06 14:00:00,6,9,4,8,200,144,110,63
5731,2016-09-07,2016-09-07 09:00:00,2016-09-07 14:00:00,6,9,4,8,200,144,110,63
5732,2016-09-08,2016-09-08 09:00:00,2016-09-08 14:00:00,6,9,4,8,200,144,110,63
5733,2016-09-09,2016-09-09 09:00:00,2016-09-09 14:00:00,6,9,4,8,200,144,110,63
5734,2016-09-10,2016-09-10 09:00:00,2016-09-10 14:00:00,6,9,4,8,200,144,110,63
5735,2016-09-11,2016-09-11 09:00:00,2016-09-11 14:00:00,6,9,4,8,200,144,110,63
5736,2016-09-12,2016-09-12 09:00:00,2016-09-12 14:00:00,6,9,4,8,200,144,110,63
5737,2016-09-13,2016-09-13 09:00:00,2016-09-13 14:00:00,6,9,4,8,200,144,110,63
5738,2016-09-14,2016-09-14 09:00:00,2016-09-14 14:00:00,6,9,4,8,200,144,110,63
5739,2016-09-15,2016-09-15 09:00:00,2016-09-15 14:00:00,6,9,4,8,200,144,110,63
5740,2016-09-16,2016-09-16 09:00:00,2016-09-16 14:00:00,6,9,4,8,200,144,110,63
5741,2016-09-17,2016-09-17 09:00:00,2016-09-17 14:00:00,6,9,4,8,200,144,110,63
5742,2016-09-18,2016-09-18 09:00:00,2016-09-18 14:00:00,6,9,4,8,200,144,110,63
5743,2016-09-19,2016-09-19 09:00:00,2016-09-19 14:00:00,6,9,4,8,200,144,110,63
5744,2016-09-20,2016-09-20 09:00:00,2016-09-20 14:00:00,6,9,4,8,200,144,110,63
5745,2016-09-21,2016-09-21 09:00:00,2016-09-21 14:00:00,6,9,4,8,200,144,110,63
5746,2016-09-22,2016-09-22 09:00:00,2016-09-22 14:00:00,6,9,4,8,200,144,110,63
5747,2016-09-23,2016-09-23 09:00:00,2016-09-23 14:00:00,6,9,4,8,200,144,110,63
5748,2016-09-24,2016-09-24 09:00:00,2016-09-24 14:00:00,6,9,4,8,200,144,110,63
5749,2016-09-25,2016-09-25 09:00:00,2016-09-25 14:00:00,6,9,4,8,200,144,110,63
5750,2016-09-26,2016-09-26 09:00:00,2016-09-26 14:00:00,6,9,4,8,200,144,110,63
5751,2016-09-27,2016-09-27 09:00:00,2016-09-27 14:00:00,6,9,4,8,200,144,110,63
5752,2016-09-28,2016-09-28 09:00:00,2016-09-28 14:00:00,6,9,4,8,200,144,110,63
5753,2016-09-29,2016-09-29 09:00:00,2016-09-29 14:00:00,6,9,4,8,200,144,110,63
5754,2016-09-30,2016-09-30 09:00:00,2016-09-30 14:00:00,6,9,4,8,200,144,110,63
5755,2016-10-01,2016-10-01 09:00:00,2016-10-01 14:00:00,6,9,4,8,200,144,110,63
5756,2016-10-02,2016-10-02 09:00:00,2016-10-02 14:00:00,6,9,4,8,200,144,110,63
5757,2016-10-03,2016-10-03 09:00:00,2016-10-03 14:00:00,6,9,4,8,200,144,110,63
5758,2016-10-04,2016-10-04 09:00:00,2016-10-04 14:00:00,6,9,4,8,200,144,110,63
5759,2016-10-05,2016-10-05 09:00:00,2016-10-05 14:00:00,6,9,4,8,200,144,110,63
5760,2016-10-06,2016-10-06 09:00:00,2016-10-06 14:00:00,6,9,4,8,200,144,110,63
5761,2016-10-07,2016-10-07 09:00:00,2016-10-07 14:00:00,6,9,4,8,200,144,110,63
5762,2016-10-08,2016-10-08 09:00:00,2016-10-08 14:00:00,6,9,4,8,200,144,110,63
5763,2016-10-09,2016-10-09 09:00:00,2016-10-09 14:00:00,6,9,4,8,200,144,110,63
5764,2016-10-10,2016-10-10 09:00:00,2016-10-10 14:00:00,6,9,4,8,200,144,110,63
5765,2016-10-11,2016-10-11 09:00:00,2016-10-11 14:00:00,6,9,4,8,200,144,110,63
5766,2016-10-12,2016-10-12 09:00:00,2016-10-12 14:00:00,6,9,4,8,200,144,110,63
5767,2016-10-13,2016-10-13 09:00:00,2016-10-13 14:00:00,6,9,4,8,200,144,110,63
5768,2016-10-14,2016-10-14 09:00:00,2016-10-14 14:00:00,6,9,4,8,200,144,110,63
5769,2016-10-15,2016-10-15 09:00:00,2016-10-15 14:00:00,6,9,4,8,200,144,110,63
5770,2016-10-16,2016-10-16 09:00:00,2016-10-16 14:00:00,6,9,4,8,200,144,110,63
5771,2016-10-17,2016-10-17 09:00:00,2016-10-17 14:00:00,6,9,4,8,200,144,110,63
5772,2016-10-18,2016-10-18 09:00:00,2016-10-18 14:00:00,6,9,4,8,200,144,110,63
5773,2016-10-19,2016-10-19 09:00:00,2016-10-19 14:00:00,6,9,4,8,200,144,110,63
5774,2016-10-20,2016-10-20 09:00:00,2016-10-20 14:00:00,6,9,4,8,200,144,110,63
5775,2016-10-21,2016-10-21 09:00:00,2016-10-21 14:00:00,6,9,4,8,200,144,110,63
5776,2016-10-22,2016-10-22 09:00:00,2016-10-22 14:00:00,6,9,4,8,200,144,110,63
5777,2016-10-23,2016-10-23 09:00:00,2016-10-23 14:00:00,6,9,4,8,200,144,110,63
5778,2016-10-24,2016-10-24 09:00:00,2016-10-24 14:00:00,6,9,4,8,200,144,110,63
5779,2016-10-25,2016-10-25 09:00:00,2016-10-25 14:00:00,6,9,4,8,200,144,110,63
5780,2016-10-26,2016-10-26 09:00:00,2016-10-26 14:00:00,6,9,4,8,200,144,110,63
5781,2016-10-27,2016-10-27 09:00:00,2016-10-27 14:00:00,6,9,4,8,200,144,110,63
5782,2016-10-28,2016-10-28 09:00:00,2016-10-28 14:00:00,6,9,4,8,200,144,110,63
5783,2016-10-29,2016-10-29 09:00:00,2016-10-29 14:00:00,6,9,4,8,200,144,110,63
5784,2016-10-30,2016-10-30 09:00:00,2016-10-30 14:00:00,6,9,4,8,200,144,110,63
5785,2016-10-31,2016-10-31 09:00:00,2016-10-31 14:00:00,6,9,4,8,200,144,110,63
5786,2016-11-01,2016-11-01 09:00:00,2016-11-01 14:00:00,6,9,4,8,200,144,110,63
5787,2016-11-02,2016-11-02 09:00:00,2016-11-02 14:00:00,6,9,4,8,200,144,110,63
5788,2016-11-03,2016-11-03 09:00:00,2016-11-03 14:00:00,6,9,4,8,200,144,110,63
5789,2016-11-04,2016-11-04 09:00:00,2016-11-04 14:00:00,6,9,4,8,200,144,110,63
5790,2016-11-05,2016-11-05 09:00:00,2016-11-05 14:00:00,6,9,4,8,200,144,110,63
5791,2016-11-06,2016-11-06 09:00:00,2016-11-06 14:00:00,6,9,4,8,200,144,110,63
5792,2016-11-07,2016-11-07 09:00:00,2016-11-07 14:00:00,6,9,4,8,200,144,110,63
5793,2016-11-08,2016-11-08 09:00:00,2016-11-08 14:00:00,6,9,4,8,200,144,110,63
5794,2016-11-09,2016-11-09 09:00:00,2016-11-09 14:00:00,6,9,4,8,200,144,110,63
5795,2016-11-10,2016-11-10 09:00:00,2016-11-10 14:00:00,6,9,4,8,200,144,110,63
5796,2016-11-11,2016-11-11 09:00:00,2016-11-11 14:00:00,6,9,4,8,200,144,110,63
5797,2016-11-12,2016-11-12 09:00:00,2016-11-12 14:00:00,6,9,4,8,200,144,110,63
5798,2016-11-13,2016-11-13 09:00:00,2016-11-13 14:00:00,6,9,4,8,200,144,110,63
5799,2016-11-14,2016-11-14 09:00:00,2016-11-14 14:00:00,6,9,4,8,200,144,110,63
5800,2016-11-15,2016-11-15 09:00:00,2016-11-15 14:00:00,6,9,4,8,200,144,110,63
5801,2016-11-16,2016-11-16 09:00:00,2016-11-16 14:00:00,6,9,4,8,200,144,110,63
5802,2016-11-17,2016-11-17 09:00:00,2016-11-17 14:00:00,6,9,4,8,200,144,110,63
5803,2016-11-18,2016-11-18 09:00:00,2016-11-18 14:00:00,6,9,4,8,200,144,110,63
5804,2016-11-19,2016-11-19 09:00:00,2016-11-19 14:00:00,6,9,4,8,200,144,110,63
5805,2016-11-20,2016-11-20 09:00:00,2016-11-20 14:00:00,6,9,4,8,200,144,110,63
5806,2016-11-21,2016-11-21 09:00:00,2016-11-21 14:00:00,6,9,4,8,200,144,110,63
5807,2016-11-22,2016-11-22 09:00:00,2016-11-22 14:00:00,6,9,4,8,200,144,110,63
5808,2016-11-23,2016-11-23 09:00:00,2016-11-23 14:00:00,6,9,4,8,200,144,110,63
5809,2016-11-24,2016-11-24 09:00:00,2016-11-24 14:00:00,6,9,4,8,200,144,110,63
5810,2016-11-25,2016-11-25 09:00:00,2016-11-25 14:00:00,6,9,4,8,200,144,110,63
5811,2016-11-26,2016-11-26 09:00:00,2016-11-26 14:00:00,6,9,3,7,150,87,65,37
5812,2016-11-27,2016-11-27 09:00:00,2016-11-27 14:00:00,6,9,3,7,150,87,65,37
5813,2016-11-28,2016-11-28 09:00:00,2016-11-28 14:00:00,6,9,3,7,150,87,65,37
5814,2016-11-29,2016-11-29 09:00:00,2016-11-29 14:00:00,6,9,3,7,150,87,65,37
5815,2016-11-30,2016-11-30 09:00:00,2016-11-30 14:00:00,6,9,3,7,150,83,62,35
5816,2016-12-01,2016-12-01 09:00:00,2016-12-01 14:00:00,6,9,3,7,150,83,62,35
5817,2016-12-02,2016-12-02 09:00:00,2016-12-02 14:00:00,6,9,3,7,150,76,56,32
5818,2016-12-03,2016-12-03 09:00:00,2016-12-03 14:00:00,6,9,3,7,150,84,62,35
5819,2016-12-04,2016-12-04 09:00:00,2016-12-04 14:00:00,6,9,3,7,150,99,74,42
5820,2016-12-05,2016-12-05 09:00:00,2016-12-05 14:00:00,6,9,3,7,150,87,65,37
5821,2016-12-06,2016-12-06 09:00:00,2016-12-06 14:00:00,6,9,3,7,150,87,65,37
5822,2016-12-07,2016-12-07 09:00:00,2016-12-07 14:00:00,6,9,3,7,150,87,65,37
5823,2016-12-08,2016-12-08 09:00:00,2016-12-08 14:00:00,6,9,3,7,150,87,65,37
5824,2016-12-09,2016-12-09 09:00:00,2016-12-09 14:00:00,6,9,3,7,150,87,65,37
5825,2016-12-10,2016-12-10 09:00:00,2016-12-10 14:00:00,6,9,3,7,150,87,65,37
5826,2016-12-11,2016-12-11 09:00:00,2016-12-11 14:00:00,6,9,3,7,150,87,65,37
5827,2016-12-12,2016-12-12 09:00:00,2016-12-12 14:00:00,6,9,3,7,150,87,65,37
5828,2016-12-13,2016-12-13 09:00:00,2016-12-13 14:00:00,6,9,3,7,150,72,53,30
5829,2016-12-14,2016-12-14 09:00:00,2016-12-14 14:00:00,6,9,3,7,150,65,47,27
5830,2016-12-15,2016-12-15 09:00:00,2016-12-15 14:00:00,6,9,3,7,150,44,30,17
5831,2016-12-16,2016-12-16 09:00:00,2016-12-16 14:00:00,6,9,3,7,150,34,22,13
5832,2016-12-17,2016-12-17 09:00:00,2016-12-17 14:00:00,6,9,3,7,150,25,15,9
5833,2016-12-18,2016-12-18 09:00:00,2016-12-18 14:00:00,6,9,0,0,0,0,0,0
5834,2016-12-19,2016-12-19 09:00:00,2016-12-19 14:00:00,6,9,0,0,0,0,0,0
5835,2016-12-20,2016-12-20 09:00:00,2016-12-20 14:00:00,6,9,0,0,0,0,0,0
5836,2016-12-21,2016-12-21 09:00:00,2016-12-21 14:00:00,6,9,4,8,80,42,29,17
