SessionDate,NumberInvited,NumberAttended,Numberof Donations,TotalBloodCollected,VenueLong,VenueLat,SurfaceTemperatureCelsius,RelativeHumidityPercent,SurfaceAirpressureKiloPascals,CloudCoveragePercent,ApparentTemperatureCelsius,WindSpeedKph,PrecipitationPreviousHourCentimeters,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph
2015-06-15,30,12,5,3,-1.5491,53.8008,4.5,57,100.6,65,-0.9,33.8,0,4.5,0,57.2
2017-04-16,26,67,49,28,-0.0558,51.5176,13,93,101.2,100,13,34.3,0.02,13,0,64
2016-07-05,40,23,14,8,-3.1791,51.4816,13.3,77,102.5,0,13.3,23.9,0,13.3,0,30.3
2016-07-05,40,23,14,8,-3.1791,51.4816,13.1,77,102.4,0,13.1,23.4,0,13.1,0,29.7
2016-08-02,15,8,2,1,-1.5491,53.8008,14.6,95,99.2,100,14.6,18.7,0.036,14.6,0,37.5
2016-08-02,15,8,2,1,-1.5491,53.8008,14.8,95,99.3,100,14.8,18.2,0.043,14.8,0,36.4
2015-03-01,45,23,14,8,-2.5879,51.4545,15,81,102,100,15,19.9,0,15,0,25.1
2015-03-01,45,23,14,8,-2.5879,51.4545,15.1,80,102,100,15.1,18.5,0.00254,15.1,0,23.3
2015-11-14,45,23,14,8,-0.0881,51.5413,26.6,57,100.9,0,26.6,7.7,0,26.6,0,38.1
2015-11-14,45,23,14,8,-0.0881,51.5413,28.6,50,100.8,9,29.2,6.9,0,29.2,0,48
2017-05-29,115,78,58,33,-0.0558,51.5176,10.9,50,102.4,76,10.9,13.9,0,10.9,0,40.8
2017-05-29,115,78,58,33,-0.0558,51.5176,11.5,49,102.4,10,11.5,13.6,0,11.5,0,40.9
2015-03-30,35,20,11,6,-0.0879,51.4992,6.3,65,101.3,82,1.7,30.1,0,6.3,0,59
2016-05-28,50,23,14,8,-0.0879,51.4992,10.2,85,102,100,10.2,13.1,0.00254,10.2,0,28.3
2016-05-28,50,23,14,8,-0.0879,51.4992,10.2,83,101.9,100,10.2,14,0,10.2,0,29.9
2015-06-04,35,20,11,6,-2.2426,53.4808,5,65,99.6,25,1.3,17.6,0,5,0,34.6
2015-12-27,80,42,29,17,-0.0558,51.5176,5.1,82,99.3,100,0.9,22.6,0.021,5.1,0,44
2017-05-24,82,67,49,28,-2.5879,51.4545,13.9,89,103.2,21,13.9,22.2,0,13.9,0,27.7
2017-05-24,82,67,49,28,-2.5879,51.4545,13.9,89,103.2,35,13.9,21.9,0,13.9,0,27.3
2016-06-03,35,20,11,6,-1.5197,52.4068,3,81,99.8,2,-2.1,25.3,0,3,0,41.7
2017-04-02,30,12,5,3,-1.5491,53.8008,13.8,75,100.4,25,13.8,9.3,0,13.8,0,18
2015-11-01,35,20,11,6,-1.5197,52.4068,8.6,82,100.6,99,7.6,7.4,0,8.6,0,19
2016-06-04,40,23,14,8,-0.0881,51.5413,14.1,93,100.3,99,14.1,21.9,0.446,14.1,0,50.2
2016-06-04,40,23,14,8,-0.0881,51.5413,14,97,100.1,99,14,21.7,0.697,14,0,50.5
2016-12-17,0,0,0,0,-1.5491,53.8008,8.8,62,100.9,0,8.8,4.5,0,8.8,0,34.4
2016-08-10,45,23,14,8,-0.0558,51.5176,9.3,68,101.7,64,8.2,7.7,0,9.3,0,31.6
2015-05-10,200,144,110,63,-1.5197,52.4068,9.6,97,99.1,97,7.7,12.9,0.016,9.6,0,45.2
2015-02-22,30,12,5,3,-1.5491,53.8008,3.2,82,98.3,75,-2.9,37.5,0.029,3.2,0.1,78.8
2016-02-14,45,27,17,10,-2.2426,53.4808,8.9,86,98.9,92,5.2,29.5,0,8.9,0,81.1
2016-05-05,45,23,14,8,-1.5491,53.8008,5.8,92,99.9,85,2.3,17.9,0,5.8,0,31.4
2017-04-04,115,78,58,33,-2.5879,51.4545,17.1,83,101.5,36,17.1,29.1,0,17.1,0,36.7
2017-04-04,115,78,58,33,-2.5879,51.4545,17.1,82,101.5,27,17.1,30.3,0,17.1,0,38.4
2015-04-02,200,144,110,63,-0.0879,51.4992,13,59,100.9,16,13,7.3,0,13,0,22.2
2016-10-19,45,24,14,8,-1.8904,52.4862,11.9,89,98.9,97,11.9,21.6,0.053,11.9,0,54.8
2016-10-19,45,24,14,8,-1.8904,52.4862,12.8,90,98.9,94,12.8,21.4,0.098,12.8,0,64.6
2015-03-30,45,12,5,3,-0.0881,51.5413,9.9,80,99.6,95,7.9,14.2,0,9.9,0,44.8
2015-03-30,45,12,5,3,-0.0881,51.5413,9.6,75,99.6,90,7.2,16.9,0,9.6,0,45.3
2016-03-03,25,12,5,3,-0.0881,51.5413,16.3,69,101.2,96,16.3,16.9,0.00254,16.3,0,39.2
2016-03-03,25,12,5,3,-0.0881,51.5413,16,71,101.2,97,16,16.4,0,16,0,37.9
2017-04-20,30,12,5,3,-0.0881,51.5413,6.6,95,100.3,100,4,13.3,0.053,6.6,0,28.4
2017-04-20,30,12,5,3,-0.0881,51.5413,6.1,98,100.3,100,3.3,14.2,0.038,6.1,0,30.1
2016-10-03,200,144,110,63,-1.5197,52.4068,16.4,73,98.9,67,16.4,20.9,0,16.4,0,43.2
2016-10-03,200,144,110,63,-1.5197,52.4068,17.2,70,98.9,5,17.2,22.6,0,17.2,0,46.7
2016-11-16,115,78,58,33,-1.5491,53.8008,14.5,95,100.1,98,14.5,7.5,0.023,14.5,0,56.7
2016-11-16,115,78,58,33,-1.5491,53.8008,14.7,94,100.1,96,14.7,8,0.00254,14.7,0,55.4
2016-09-01,35,20,11,6,-1.5491,53.8008,13.3,96,98.6,100,13.3,15.2,0.055,13.3,0,30.7
2016-09-01,35,20,11,6,-1.5491,53.8008,13.7,95,98.5,100,13.7,16.2,0.028,13.7,0,32.5
2017-02-04,115,78,58,33,-2.5879,51.4545,7.4,65,101.4,0,2.9,34.3,0,7.4,0,44.3
2017-02-04,115,78,58,33,-2.5879,51.4545,7.6,63,101.4,1,3.3,32.6,0,7.6,0,42
2016-02-17,50,23,14,8,-2.2426,53.4808,17.9,77,99.7,90,17.9,13.3,0,17.9,0,44.8
2016-02-17,50,23,14,8,-2.2426,53.4808,18.1,75,99.6,94,18.1,12.2,0,18.1,0,43.9
2016-07-11,35,20,11,6,-1.5491,53.8008,20,72,99.4,78,20,13.2,0,20,0,45.4
2016-07-11,35,20,11,6,-1.5491,53.8008,19.6,74,99.3,99,19.6,15,0,19.6,0,48.7
2015-04-13,82,67,49,28,-0.0879,51.4992,18.5,87,100.9,100,18.5,17.3,0.00254,18.5,0,39.8
2015-04-13,82,67,49,28,-0.0879,51.4992,18.8,88,100.9,99,18.8,16.4,0.023,18.8,0,37.6
2015-02-24,35,20,11,6,-1.8904,52.4862,12.5,72,99.7,82,12.5,9.3,0,12.5,0,22.4
2015-02-24,35,20,11,6,-1.8904,52.4862,12.3,72,99.7,98,12.3,8.6,0,12.3,0,23.1
2016-12-11,50,40,27,15,-0.0879,51.4992,7.9,69,100,97,4.9,18.9,0.054,7.9,0,70.3
2016-12-11,50,40,27,15,-0.0879,51.4992,7,77,100.1,96,4,16.8,0.057,7,0,71.4
2015-12-11,45,23,14,8,0.1354,51.5154,17.6,89,99.7,98,17.6,5.1,0.017,17.6,0,38.7
2015-12-11,45,23,14,8,0.1354,51.5154,18.3,85,99.7,97,18.3,6,0.052,18.3,0,39.3
2015-01-05,35,20,11,6,-0.0881,51.5413,13.1,82,101.8,96,13.1,12.1,0.00254,13.1,0,31.3
2015-01-05,35,20,11,6,-0.0881,51.5413,12.9,81,101.8,96,12.9,12.3,0.00254,12.9,0,30.7
2015-09-27,200,144,110,63,-2.2426,53.4808,12.2,80,98,100,12.2,15.2,0.049,12.2,0,44.3
2015-09-27,200,144,110,63,-2.2426,53.4808,11.1,83,98,100,11.1,16.6,0.042,11.1,0,39.2
2015-07-17,30,12,5,3,-2.2426,53.4808,16.4,76,98.7,75,16.4,20.5,0.047,16.4,0,54.3
2015-07-17,30,12,5,3,-2.2426,53.4808,15.8,80,98.7,92,15.8,18,0.039,15.8,0,54.2
2015-08-14,45,23,14,8,-0.0879,51.4992,13.9,80,100.7,45,13.9,17.6,0,13.9,0,37.2
2016-10-03,45,24,14,8,-2.5879,51.4545,13.8,85,101,15,13.8,11.8,0,13.8,0,20.8
2016-10-03,45,24,14,8,-2.5879,51.4545,13.3,88,101,13,13.3,7.6,0,13.3,0,19.4
2015-09-26,45,23,14,8,-2.5879,51.4545,9.8,89,99.9,99,5.6,42.6,0.055,9.8,0,55
2015-09-26,45,23,14,8,-2.5879,51.4545,9.8,86,99.9,100,5.5,45.8,0.069,9.8,0,59.3
2016-01-05,115,78,58,33,-0.0879,51.4992,8.4,92,100,82,7.1,8.4,0,8.4,0,23.1
2016-01-05,115,78,58,33,-0.0879,51.4992,9.8,86,100.1,77,8.6,9.3,0,9.8,0,27.1
2015-12-22,45,23,14,8,-0.0879,51.4992,17.2,66,100.7,93,17.2,14.4,0,17.2,0,34.1
2016-07-07,25,12,5,3,-0.0558,51.5176,24.7,56,101.5,25,24.7,7.4,0.00254,24.7,0,28.3
2016-07-07,25,12,5,3,-0.0558,51.5176,25.2,54,101.5,29,25.2,7.8,0.00254,25.2,0,27.4
2017-06-28,30,12,5,3,-0.0879,51.4992,11,85,101.4,100,11,26.5,0.00254,11,0,51.1
2016-10-18,200,144,110,63,-1.5491,53.8008,3.4,95,99.5,99,-0.5,17.1,0.021,3.4,0,28.5
2015-09-17,35,20,11,6,-1.5491,53.8008,12,59,99.1,67,12,12.4,0,12,0,33.4
2015-09-17,35,20,11,6,-1.5491,53.8008,12.6,59,99,95,12.6,9.8,0,12.6,0,30.6
2016-05-07,35,20,11,6,-0.0558,51.5176,3.8,81,102,0,2.3,6.1,0,3.8,0,25.4
2015-06-17,45,24,14,8,0.1354,51.5154,6.1,84,101.9,100,3.7,11.5,0.00254,6.1,0,24.1
2015-07-26,30,12,5,3,-0.0879,51.4992,7.5,85,100.7,98,3.7,25,0.022,7.5,0,46.8
2016-05-23,40,23,14,8,-2.2426,53.4808,13,60,99.8,96,13,28.1,0,13,0,74.7
2016-05-23,40,23,14,8,-2.2426,53.4808,14,58,99.8,50,14,31.2,0.00254,14,0,78.1
2015-07-06,45,23,14,8,-0.0881,51.5413,12.9,58,102.6,98,12.9,21.1,0,12.9,0,48.2
2015-07-06,45,23,14,8,-0.0881,51.5413,12.7,59,102.5,98,12.7,22.7,0,12.7,0,51.7
2017-02-18,115,78,58,33,-1.5491,53.8008,15.8,87,98.6,93,15.8,16.1,0,15.8,0,68.3
2017-02-18,115,78,58,33,-1.5491,53.8008,17.7,73,98.6,49,17.7,21,0,17.7,0,64.6
2016-04-04,50,23,14,8,0.1354,51.5154,9.9,65,98.6,77,6.2,33.9,0.00254,9.9,0,69.9
2016-04-04,50,23,14,8,0.1354,51.5154,10.6,64,98.6,19,10.6,31,0.018,10.6,0,64.3
2016-01-11,200,144,110,63,-0.0879,51.4992,7.1,74,101.4,10,2.9,29.1,0,7.1,0,54.6
2015-11-07,200,144,110,63,-1.5491,53.8008,11.5,94,98,100,11.5,43.4,0.036,11.5,0,103
2015-01-09,30,12,5,3,-1.8904,52.4862,11.5,82,100.1,97,11.5,18.7,0.00254,11.5,0,47.1
2015-01-09,30,12,5,3,-1.8904,52.4862,11.2,82,100,99,11.2,18.3,0.00254,11.2,0,48.9
2017-06-07,200,144,110,63,-2.5879,51.4545,10.6,84,100.2,100,10.6,34.6,0.044,10.6,0,44.4
2015-02-04,45,27,17,10,-1.5491,53.8008,9.8,83,98.8,95,8.2,11.6,0.031,9.8,0,22.9
2015-02-04,45,27,17,10,-1.5491,53.8008,9.7,80,98.7,95,7.9,13,0.016,9.7,0,25.2
2017-05-25,200,144,110,63,-0.0558,51.5176,6,74,100.9,57,3.2,13.3,0,6,0,29.5
2015-01-08,200,144,110,63,-0.0881,51.5413,3.7,68,101.3,3,-0.9,22.6,0,3.7,0,42.4
2017-04-01,82,67,49,28,-3.1791,51.4816,10.1,81,101.8,100,10.1,35.1,0.00254,10.1,0,45
2016-01-09,50,23,14,8,-0.0881,51.5413,11,63,101.6,65,11,15.3,0,11,0,34.2
2016-01-09,50,23,14,8,-0.0881,51.5413,10.6,69,101.6,100,10.6,13.8,0,10.6,0,30.8
2016-11-03,35,20,11,6,-0.0881,51.5413,9.8,91,102.4,89,7.3,18.4,0,9.8,0,34.8
2015-02-27,200,144,110,63,-0.0879,51.4992,11,62,101.1,87,11,23,0,11,0,47.1
2015-09-11,45,24,14,8,-0.0558,51.5176,8.9,92,102.4,100,6,20.3,0,8.9,0,37.9
2015-06-15,30,12,5,3,-0.0881,51.5413,8.4,72,100.8,57,4.5,30.3,0,8.4,0,64.8
2017-02-04,115,78,58,33,-2.2426,53.4808,8.4,94,100.1,100,5,24.6,0.00254,8.4,0,62.6
2015-08-11,50,23,14,8,-1.5491,53.8008,13.7,45,100.8,18,13.7,9.4,0,13.7,0,36.3
2016-10-28,25,29,18,10,-0.0879,51.4992,10.1,89,101.1,100,10.1,37.2,0.00254,10.1,0,69.5
2015-03-30,45,12,5,3,0.1354,51.5154,10.6,95,101.1,100,10.6,20,0.027,10.6,0,37.5
2017-07-17,82,67,49,28,-2.5879,51.4545,9.4,68,101.9,98,5,43.8,0,9.4,0,56.7
2016-01-22,30,12,5,3,-0.0558,51.5176,11.5,77,101.1,100,11.5,15.5,0,11.5,0,39.4
2016-01-22,30,12,5,3,-0.0558,51.5176,13,70,101.1,95,13,15.2,0,13,0,34.5
2017-06-07,115,78,58,33,-2.2426,53.4808,4,63,100.6,12,0.4,15.6,0,4,0,50.4
2017-04-29,35,20,11,6,0.1354,51.5154,20.1,53,101.5,0,20.1,18.1,0,20.1,0,38.1
2017-04-29,35,20,11,6,0.1354,51.5154,19.9,53,101.4,0,19.9,18.8,0,19.9,0,39.4
2015-10-15,115,78,58,33,-0.0881,51.5413,10.1,93,100.2,100,10.1,28.6,0.027,10.1,0,55.1
2017-04-02,200,144,110,63,-1.5197,52.4068,6.2,100,99.7,100,3.8,11.5,0.071,6.2,0,42.8
2017-04-02,200,144,110,63,-1.5197,52.4068,6.8,100,99.7,100,4.2,13.7,0.073,6.8,0,46.4
2017-03-11,82,67,49,28,-0.0881,51.5413,16.2,47,99.4,96,16.2,24.4,0,16.2,0,52.8
2017-03-11,82,67,49,28,-0.0881,51.5413,15.6,50,99.4,93,15.6,24.5,0,15.6,0,52.3
2017-06-09,30,12,5,3,-1.5197,52.4068,5.4,62,100.2,91,2.5,13.6,0,5.4,0,39.5
2017-04-09,45,24,14,8,-1.8904,52.4862,14,50,100.3,35,14,29.1,0,14,0,56.4
2017-04-09,45,24,14,8,-1.8904,52.4862,13.6,50,100.3,34,13.6,28.8,0,13.6,0,55.8
2016-03-03,45,24,14,8,-2.2426,53.4808,8.3,69,100.3,50,6,13.7,0,8.3,0,52.3
2016-02-03,50,23,14,8,-0.0879,51.4992,10.9,50,101.6,63,10.9,10.4,0,10.9,0,22.6
2017-05-31,115,78,58,33,-2.2426,53.4808,13,58,100,50,13,1.3,0,13,0,29.6
2017-05-31,115,78,58,33,-2.2426,53.4808,13.2,59,99.9,49,13.2,1.9,0,13.2,0,30
2015-10-28,45,23,14,8,-2.2426,53.4808,2.7,71,98.2,89,-1.3,16.7,0,2.7,0,29.5
2015-04-25,30,12,5,3,0.1354,51.5154,6.3,96,99.2,99,3.5,14.2,0.013,6.3,0,39.4
2015-02-09,45,27,17,10,-1.5491,53.8008,15.7,75,99.1,79,15.7,19.5,0.046,15.7,0,55.4
2015-02-09,45,27,17,10,-1.5491,53.8008,15.9,75,99.1,55,15.9,20.8,0.051,15.9,0,57.8
2016-02-18,30,12,5,3,-0.0558,51.5176,9,73,101.4,57,7.4,10.2,0,9,0,21.1
2017-04-23,35,20,11,6,-1.8904,52.4862,11.9,96,97.9,100,11.9,17.5,0.051,11.9,0,35.1
2017-04-23,35,20,11,6,-1.8904,52.4862,11.7,96,98,100,11.7,17.9,0.07,11.7,0,35.7
2017-06-27,82,67,49,28,-0.0881,51.5413,12,95,100.5,99,12,17.2,0.03,12,0,48.9
2016-01-30,30,12,5,3,-0.0881,51.5413,20.9,45,100.7,100,20.9,15.8,0,20.9,0,36
2016-01-30,30,12,5,3,-0.0881,51.5413,21.5,44,100.7,92,21.5,16,0,21.5,0,36.4
2015-04-27,45,23,14,8,-0.0879,51.4992,30.5,39,100.7,2,30.1,15.7,0,30.1,0,41.4
2015-04-27,45,23,14,8,-0.0879,51.4992,31.7,36,100.6,5,31.2,18,0,31.2,0,44.1
2016-12-23,115,78,58,33,-1.8904,52.4862,17,71,98.6,26,17,21.2,0.03,17,0,55.2
2016-12-23,115,78,58,33,-1.8904,52.4862,16.4,76,98.7,75,16.4,20.5,0.047,16.4,0,54.3
2015-06-30,200,144,110,63,-0.0879,51.4992,8.5,82,100.7,100,4.5,31.3,0.00254,8.5,0,60.5
2016-08-24,45,23,14,8,-0.0879,51.4992,13.7,95,101.9,100,13.7,9,0.00254,13.7,0,28.2
2016-03-24,35,8,2,1,-1.8904,52.4862,3.9,85,100.1,97,1.2,11.1,0,3.9,0,18.9
2016-09-18,40,23,14,8,-1.5197,52.4068,2.5,100,96.3,99,-1.1,13.4,0.088,2.5,0,36.2
2015-03-30,82,67,49,28,-2.2426,53.4808,5.4,93,100,84,1.9,17.1,0,5.4,0,29.2
2017-03-13,30,12,5,3,-2.5879,51.4545,12,76,102,34,12,10.1,0,12,0,29.8
2017-03-13,30,12,5,3,-2.5879,51.4545,12,75,102,20,12,8.9,0,12,0,29.5
2016-04-26,25,12,5,3,0.1354,51.5154,3.4,84,100.4,86,0.1,13.4,0.019,3.4,0.1,25.5
2016-06-21,45,23,14,8,-2.2426,53.4808,1.3,84,101.1,0,1.3,4.8,0,1.3,0,25.1
2015-11-06,45,23,14,8,-1.5491,53.8008,11.5,90,100.6,100,11.5,21.3,0,11.5,0,39.8
2015-11-06,45,23,14,8,-1.5491,53.8008,11.5,87,100.6,96,11.5,22.6,0,11.5,0,43.8
2015-12-22,45,23,14,8,-0.0879,51.4992,16.8,67,100.6,92,16.8,18.1,0,16.8,0,41.2
2016-11-03,50,23,14,8,-2.5879,51.4545,17.6,91,101.2,100,17.6,20.4,0,17.6,0,32.8
2016-11-03,50,23,14,8,-2.5879,51.4545,17.4,90,101.3,88,17.4,21.7,0,17.4,0,27.4
2016-09-02,115,78,58,33,-1.5491,53.8008,17.4,79,99.6,99,17.4,16.6,0.00254,17.4,0,47.8
2016-09-02,115,78,58,33,-1.5491,53.8008,17,76,99.6,100,17,15.3,0,17,0,47.5
2016-06-02,30,12,5,3,-2.5879,51.4545,14,87,101.3,5,14,3.9,0,14,0,13.9
2016-06-02,30,12,5,3,-2.5879,51.4545,14,87,101.2,7,14,4,0,14,0,11.2
2016-06-18,35,20,11,6,-0.0879,51.4992,9.6,77,102.1,100,8.6,8.1,0,9.6,0,34.1
2016-06-18,35,20,11,6,-0.0879,51.4992,10.3,70,102.1,92,10.3,8.7,0,10.3,0,34.1
2016-05-16,35,20,11,6,-1.5197,52.4068,7.2,82,100.4,99,5.6,8.6,0.00254,7.2,0,20.1
2016-12-30,30,12,5,3,-2.5879,51.4545,14.5,86,101.9,91,14.5,10.1,0,14.5,0,17.4
2016-12-30,30,12,5,3,-2.5879,51.4545,14.6,85,101.9,84,14.6,11.3,0,14.6,0,16.5
2015-11-17,45,23,14,8,-1.5491,53.8008,17.7,88,99.7,100,17.7,8.6,0.00254,17.7,0,25.4
2015-11-17,45,23,14,8,-1.5491,53.8008,17.3,89,99.6,100,17.3,10.6,0.00254,17.3,0,21.8
2015-01-27,200,144,110,63,-1.5491,53.8008,13.8,75,99.9,100,13.8,8.5,0,13.8,0,21.8
2015-01-27,200,144,110,63,-1.5491,53.8008,13.7,78,99.9,100,13.7,8.2,0.00254,13.7,0,21.1
2015-07-11,25,10,3,2,-2.5879,51.4545,12.9,88,102.6,99,12.9,48.3,0.00254,12.9,0,62.6
2016-09-13,40,29,18,10,-0.0558,51.5176,2.1,100,101.3,100,-3,23.3,0.086,2.1,0,43.6
2015-03-26,35,20,11,6,-1.8904,52.4862,10.4,93,99.1,100,10.4,26.9,0.013,10.4,0,66.1
2015-03-26,35,20,11,6,-1.8904,52.4862,10.8,92,99.1,100,10.8,28.2,0.017,10.8,0,69.8
2017-02-20,200,144,110,63,-2.5879,51.4545,15.7,84,102.2,93,15.7,33.6,0.00254,15.7,0,43.1
2017-02-20,200,144,110,63,-2.5879,51.4545,15.5,84,102.3,94,15.5,34.5,0.00254,15.5,0,44.2
2015-04-21,35,20,11,6,-1.5491,53.8008,4.8,92,97.4,100,0.7,21.1,0.063,4.8,0,36.6
2016-04-04,40,23,14,8,-0.0558,51.5176,13.8,67,100.1,0,13.8,13.3,0.025,13.8,0,39
2016-04-04,40,23,14,8,-0.0558,51.5176,13.8,67,100.1,18,13.8,14.1,0.021,13.8,0,38.6
2016-06-28,30,12,5,3,-0.0558,51.5176,6.6,89,100.3,100,3.6,16.3,0.041,6.6,0,34.4
2016-06-28,30,12,5,3,-0.0558,51.5176,7.1,91,100.3,100,4.5,14,0.028,7.1,0,29.9
2015-04-23,45,23,14,8,-0.0881,51.5413,3.2,92,100.1,100,-0.7,16,0.00254,3.2,0,30.1
2016-12-07,150,87,65,37,-3.1791,51.4816,8,70,101.2,100,4.1,29,0.00254,8,0,37.1
2016-07-17,45,24,14,8,-1.5491,53.8008,14.2,86,99.2,98,14.2,19.6,0.015,14.2,0,50.7
2016-07-17,45,24,14,8,-1.5491,53.8008,14.9,80,99.2,96,14.9,20.6,0.00254,14.9,0,49.5
2017-02-09,35,20,11,6,-0.0881,51.5413,7,86,102.1,74,4,17,0,7,0,32
2016-05-21,40,23,14,8,-1.8904,52.4862,13.4,63,100.7,3,13.4,20.4,0,13.4,0,58
2016-05-21,40,23,14,8,-1.8904,52.4862,13.9,62,100.6,1,13.9,20.9,0,13.9,0,61.6
2015-06-08,115,78,58,33,-2.5879,51.4545,16.5,82,102.7,99,16.5,20.5,0,16.5,0,25.3
2015-06-08,115,78,58,33,-2.5879,51.4545,16.5,81,102.7,99,16.5,21.4,0,16.5,0,26.5
2016-01-19,30,12,5,3,-2.5879,51.4545,16.4,91,101.8,51,16.4,22,0,16.4,0,27.4
2016-01-19,30,12,5,3,-2.5879,51.4545,16.6,90,101.7,8,16.6,24.6,0,16.6,0,30.7
2015-03-29,25,12,5,3,-3.1791,51.4816,5.7,69,102.2,0,0.6,33.7,0,5.7,0,43.4
2015-10-07,40,34,22,13,-0.0558,51.5176,13.3,80,100.2,98,13.3,15.6,0.00254,13.3,0,43
2015-10-07,40,34,22,13,-0.0558,51.5176,14,76,100.2,100,14,18,0,14,0,44.8
2016-10-15,35,20,11,6,-0.0881,51.5413,21,60,101.3,100,21,10.1,0,21,0,30.3
2016-10-15,35,20,11,6,-0.0881,51.5413,21.5,57,101.3,99,21.5,11,0,21.5,0,30.1
2016-04-03,45,23,14,8,-1.5491,53.8008,11.2,72,99.9,81,11.2,5.5,0,11.2,0,37.9
2016-04-03,45,23,14,8,-1.5491,53.8008,11.5,70,99.9,83,11.5,4.1,0,11.5,0,36.5
2015-06-01,200,144,110,63,-0.0558,51.5176,15.4,64,101.8,0,15.4,8.4,0,15.4,0,20.2
2015-06-01,200,144,110,63,-0.0558,51.5176,16.2,61,101.8,0,16.2,9.3,0,16.2,0,22
2016-05-27,35,20,11,6,-0.0881,51.5413,27.3,54,100.3,1,28,17.7,0,28,0,84.7
2016-05-27,35,20,11,6,-0.0881,51.5413,27.8,53,100.3,2,28.5,17.3,0,28.5,0,87.3
2016-08-28,50,23,14,8,-0.0881,51.5413,20.9,59,100.3,62,20.9,14.9,0,20.9,0,33.9
2016-08-28,50,23,14,8,-0.0881,51.5413,20.9,57,100.2,73,20.9,19.4,0,20.9,0,43
2016-08-05,40,17,9,5,-0.0879,51.4992,24.1,46,102.1,1,24.1,8.1,0,24.1,0,24.6
2016-08-05,40,17,9,5,-0.0879,51.4992,23.2,50,102.1,52,23.2,11.4,0,23.2,0,28.1
2015-04-09,50,23,14,8,-0.0879,51.4992,18.9,61,100.2,0,18.9,21.2,0,18.9,0,47.4
2015-04-09,50,23,14,8,-0.0879,51.4992,18.9,58,100.3,0,18.9,21.3,0,18.9,0,47.4
2016-12-16,30,12,5,3,-1.5197,52.4068,2.3,93,98.4,19,-1.5,14.8,0,2.3,0,47.4
2016-06-04,45,23,14,8,-2.5879,51.4545,14.8,87,101.6,99,14.8,11.7,0.00254,14.8,0,33.2
2016-06-04,45,23,14,8,-2.5879,51.4545,15,87,101.6,99,15,10,0.00254,15,0,31.8
2016-06-17,30,12,5,3,-2.5879,51.4545,10.6,82,100.9,100,10.6,24.8,0.044,10.6,0,31.7
2016-07-02,25,12,5,3,0.1354,51.5154,11.3,69,101,93,11.3,6.3,0.013,11.3,0,29.4
2016-07-02,25,12,5,3,0.1354,51.5154,10.8,70,101.1,89,10.8,10.8,0.00254,10.8,0,29.7
2015-05-16,45,23,14,8,-1.8904,52.4862,15.5,86,98.6,98,15.5,18.6,0.00254,15.5,0,60.4
2015-05-16,45,23,14,8,-1.8904,52.4862,15.7,82,98.7,98,15.7,19,0,15.7,0,61.2
2016-04-18,45,24,14,8,-3.1791,51.4816,13.1,88,103.1,100,13.1,23.1,0,13.1,0,28.9
2017-04-14,26,67,49,28,-2.2426,53.4808,11.3,88,99.4,99,11.3,3.7,0.00254,11.3,0,30.1
2017-04-14,26,67,49,28,-2.2426,53.4808,11.2,90,99.4,99,11.2,3.1,0.00254,11.2,0,29.1
2017-06-13,45,24,14,8,-1.8904,52.4862,17.9,63,99.4,6,17.9,5.1,0,17.9,0,23.2
2017-06-13,45,24,14,8,-1.8904,52.4862,18,62,99.4,6,18,5.1,0,18,0,23.6
2015-08-10,50,23,14,8,-0.0879,51.4992,18.1,78,101.3,79,18.1,17.9,0,18.1,0,40.9
2015-08-10,50,23,14,8,-0.0879,51.4992,19.2,73,101.2,68,19.2,20.1,0,19.2,0,45.9
2016-07-26,35,20,11,6,-3.1791,51.4816,16,89,100.8,8,16,29.8,0.02,16,0,57.1
2016-07-26,35,20,11,6,-3.1791,51.4816,16,88,100.9,36,16,27.1,0.021,16,0,57
2016-12-15,30,12,5,3,-2.2426,53.4808,11.6,85,99.2,94,11.6,18.7,0.059,11.6,0,37.3
2016-12-15,30,12,5,3,-2.2426,53.4808,10.7,92,99.2,98,10.7,17.2,0.114,10.7,0,52
2015-10-10,45,24,14,8,-0.0558,51.5176,23.3,56,101.7,18,23.3,20.3,0,23.3,0,47
2015-10-10,45,24,14,8,-0.0558,51.5176,23,58,101.7,22,23,20.6,0,23,0,47.1
2016-11-05,115,78,58,33,-1.5491,53.8008,5.1,76,101,0,3.3,7.7,0,5.1,0,41.5
2015-07-02,82,67,49,28,-2.2426,53.4808,6.9,79,100.6,7,4.5,12.4,0,6.9,0,23.3
2017-02-25,35,20,11,6,-2.2426,53.4808,18.9,87,98.8,100,18.9,18.5,0.00254,18.9,0,47.9
2017-02-25,35,20,11,6,-2.2426,53.4808,19,88,98.8,100,19,18.1,0.00254,19,0,48
2015-11-07,82,67,49,28,-0.0558,51.5176,11.9,88,101.7,99,11.9,32,0.00254,11.9,0,60
2016-05-20,82,67,49,28,-0.0879,51.4992,12.9,88,100.5,100,12.9,23.1,0.00254,12.9,0,47.1
2015-11-04,30,12,5,3,-2.2426,53.4808,8.7,88,98.8,100,3.6,53.5,0.039,8.7,0,89.9
2017-03-23,35,20,11,6,-1.8904,52.4862,6.6,87,98.7,56,3.8,15.2,0,6.6,0,57.9
2015-02-01,45,27,17,10,-1.5197,52.4068,1.7,77,98.9,41,-1.2,10,0,1.7,0,16.8
