AttendanceEventId,AttendeeId,SessionId,VenueId,AttendanceDate,AttendanceStartTime,AttendanceEndTime,EventCost
6411,16,6383,10,2017-01-22,2017-01-22 15:00:00,2017-01-22 16:00:00,8.1
6412,15,2913,2,2017-01-23,2017-01-23 15:00:00,2017-01-23 16:00:00,1.32
6413,14,9000,1,2017-01-24,2017-01-24 15:00:00,2017-01-24 16:00:00,5.67
6414,16,7065,9,2017-01-25,2017-01-25 15:00:00,2017-01-25 16:00:00,4.74
6415,14,4559,7,2017-01-26,2017-01-26 15:00:00,2017-01-26 16:00:00,2.81
6416,4,5140,8,2017-01-27,2017-01-27 15:00:00,2017-01-27 16:00:00,1.26
6417,2,1820,3,2017-01-28,2017-01-28 15:00:00,2017-01-28 16:00:00,8.64
6418,14,5126,4,2017-01-29,2017-01-29 15:00:00,2017-01-29 16:00:00,5.33
6419,6,8070,1,2017-01-30,2017-01-30 15:00:00,2017-01-30 16:00:00,6.98
6420,8,7200,3,2017-01-31,2017-01-31 15:00:00,2017-01-31 16:00:00,4.64
6421,7,8585,2,2017-02-01,2017-02-01 15:00:00,2017-02-01 16:00:00,8.81
6422,17,6708,2,2017-02-02,2017-02-02 15:00:00,2017-02-02 16:00:00,1.37
6423,4,4422,2,2017-02-03,2017-02-03 15:00:00,2017-02-03 16:00:00,8.34
6424,9,7310,3,2017-02-04,2017-02-04 15:00:00,2017-02-04 16:00:00,8.7
6425,1,6151,7,2017-02-05,2017-02-05 15:00:00,2017-02-05 16:00:00,6.36
6426,13,4557,10,2017-02-06,2017-02-06 15:00:00,2017-02-06 16:00:00,4.35
6427,4,4654,8,2017-02-07,2017-02-07 15:00:00,2017-02-07 16:00:00,6.8
6428,12,4552,2,2017-02-08,2017-02-08 15:00:00,2017-02-08 16:00:00,3.98
6429,3,2610,6,2017-02-09,2017-02-09 15:00:00,2017-02-09 16:00:00,7.97
6430,9,8953,10,2017-02-10,2017-02-10 15:00:00,2017-02-10 16:00:00,7.85
6431,14,4844,8,2017-02-11,2017-02-11 15:00:00,2017-02-11 16:00:00,1.33
6432,18,8919,8,2017-02-12,2017-02-12 15:00:00,2017-02-12 16:00:00,3.08
6433,19,4593,7,2017-02-13,2017-02-13 15:00:00,2017-02-13 16:00:00,6.23
6434,8,9288,8,2017-02-14,2017-02-14 15:00:00,2017-02-14 16:00:00,4.39
6435,19,6615,4,2017-02-15,2017-02-15 15:00:00,2017-02-15 16:00:00,7.66
6436,5,2455,3,2017-02-16,2017-02-16 15:00:00,2017-02-16 16:00:00,6.25
6437,18,2734,6,2017-02-17,2017-02-17 15:00:00,2017-02-17 16:00:00,7.36
6438,19,5747,8,2017-02-18,2017-02-18 15:00:00,2017-02-18 16:00:00,5.53
6439,16,6710,4,2017-02-19,2017-02-19 15:00:00,2017-02-19 16:00:00,8.15
6440,5,8232,5,2017-02-20,2017-02-20 15:00:00,2017-02-20 16:00:00,5.58
6441,1,8323,9,2017-02-21,2017-02-21 15:00:00,2017-02-21 16:00:00,6.16
6442,10,759,2,2017-02-22,2017-02-22 15:00:00,2017-02-22 16:00:00,4.75
6443,4,5420,4,2017-02-23,2017-02-23 15:00:00,2017-02-23 16:00:00,3.27
6444,19,5924,10,2017-02-24,2017-02-24 15:00:00,2017-02-24 16:00:00,1.5
6445,18,7896,8,2017-02-25,2017-02-25 15:00:00,2017-02-25 16:00:00,6.14
6446,3,1815,5,2017-02-26,2017-02-26 15:00:00,2017-02-26 16:00:00,5.43
6447,1,8555,7,2017-02-27,2017-02-27 15:00:00,2017-02-27 16:00:00,6.44
6448,17,6664,10,2017-02-28,2017-02-28 15:00:00,2017-02-28 16:00:00,3.26
6449,6,4313,6,2017-03-01,2017-03-01 15:00:00,2017-03-01 16:00:00,1.71
6450,6,6802,7,2017-03-02,2017-03-02 15:00:00,2017-03-02 16:00:00,1.75
6451,7,1046,9,2017-03-03,2017-03-03 15:00:00,2017-03-03 16:00:00,7.71
6452,20,2801,6,2017-03-04,2017-03-04 15:00:00,2017-03-04 16:00:00,6.08
6453,16,3343,7,2017-03-05,2017-03-05 15:00:00,2017-03-05 16:00:00,7.96
6454,7,5934,5,2017-03-06,2017-03-06 15:00:00,2017-03-06 16:00:00,4.35
6455,1,7698,10,2017-03-07,2017-03-07 15:00:00,2017-03-07 16:00:00,1.01
6456,7,617,8,2017-03-08,2017-03-08 15:00:00,2017-03-08 16:00:00,5.88
6457,8,8769,4,2017-03-09,2017-03-09 15:00:00,2017-03-09 16:00:00,4.06
6458,14,3780,5,2017-03-10,2017-03-10 15:00:00,2017-03-10 16:00:00,3.2
6459,19,2267,9,2017-03-11,2017-03-11 15:00:00,2017-03-11 16:00:00,4.6
6460,19,7230,3,2017-03-12,2017-03-12 15:00:00,2017-03-12 16:00:00,1.76
6461,9,7934,2,2017-03-13,2017-03-13 15:00:00,2017-03-13 16:00:00,7.95
6462,13,951,7,2017-03-14,2017-03-14 15:00:00,2017-03-14 16:00:00,5.83
6463,15,7151,6,2017-03-15,2017-03-15 15:00:00,2017-03-15 16:00:00,7.21
6464,15,5287,3,2017-03-16,2017-03-16 15:00:00,2017-03-16 16:00:00,2.24
6465,13,3976,1,2017-03-17,2017-03-17 15:00:00,2017-03-17 16:00:00,2.1
6466,19,8650,3,2017-03-18,2017-03-18 15:00:00,2017-03-18 16:00:00,5.72
6467,6,3365,7,2017-03-19,2017-03-19 15:00:00,2017-03-19 16:00:00,1.97
6468,16,8820,6,2017-03-20,2017-03-20 15:00:00,2017-03-20 16:00:00,5.1
6469,1,3557,2,2017-03-21,2017-03-21 15:00:00,2017-03-21 16:00:00,1.11
6470,7,4177,1,2017-03-22,2017-03-22 15:00:00,2017-03-22 16:00:00,8.29
6471,7,712,4,2017-03-23,2017-03-23 15:00:00,2017-03-23 16:00:00,3.17
6472,16,5050,1,2017-03-24,2017-03-24 15:00:00,2017-03-24 16:00:00,6.37
6473,14,542,10,2017-03-25,2017-03-25 15:00:00,2017-03-25 16:00:00,4.35
6474,13,2450,9,2017-03-26,2017-03-26 15:00:00,2017-03-26 16:00:00,8.84
6475,13,2078,7,2017-03-27,2017-03-27 15:00:00,2017-03-27 16:00:00,1.83
6476,13,8857,2,2017-03-28,2017-03-28 15:00:00,2017-03-28 16:00:00,7.72
6477,15,1005,9,2017-03-29,2017-03-29 15:00:00,2017-03-29 16:00:00,1.23
6478,2,2697,8,2017-03-30,2017-03-30 15:00:00,2017-03-30 16:00:00,2.17
6479,20,8959,6,2017-03-31,2017-03-31 15:00:00,2017-03-31 16:00:00,4.95
6480,13,8477,6,2017-04-01,2017-04-01 15:00:00,2017-04-01 16:00:00,2.74
6481,19,4996,7,2017-04-02,2017-04-02 15:00:00,2017-04-02 16:00:00,7.73
6482,14,5754,8,2017-04-03,2017-04-03 15:00:00,2017-04-03 16:00:00,7.83
6483,7,105,4,2017-04-04,2017-04-04 15:00:00,2017-04-04 16:00:00,1.57
6484,15,4894,8,2017-04-05,2017-04-05 15:00:00,2017-04-05 16:00:00,5.63
6485,6,9167,3,2017-04-06,2017-04-06 15:00:00,2017-04-06 16:00:00,1.48
6486,14,7722,5,2017-04-07,2017-04-07 15:00:00,2017-04-07 16:00:00,8.77
6487,3,3925,3,2017-04-08,2017-04-08 15:00:00,2017-04-08 16:00:00,7.45
6488,7,289,9,2017-04-09,2017-04-09 15:00:00,2017-04-09 16:00:00,2.07
6489,15,3109,7,2017-04-10,2017-04-10 15:00:00,2017-04-10 16:00:00,8.46
6490,20,1023,10,2017-04-11,2017-04-11 15:00:00,2017-04-11 16:00:00,7.34
6491,17,8568,8,2017-04-12,2017-04-12 15:00:00,2017-04-12 16:00:00,2.74
6492,19,6769,7,2017-04-13,2017-04-13 15:00:00,2017-04-13 16:00:00,2.69
6493,8,555,7,2017-04-14,2017-04-14 15:00:00,2017-04-14 16:00:00,6.25
6494,6,8670,5,2017-04-15,2017-04-15 15:00:00,2017-04-15 16:00:00,7.16
6495,2,3587,8,2017-04-16,2017-04-16 15:00:00,2017-04-16 16:00:00,4.31
6496,9,4587,4,2017-04-17,2017-04-17 15:00:00,2017-04-17 16:00:00,4.03
6497,18,1514,2,2017-04-18,2017-04-18 15:00:00,2017-04-18 16:00:00,1.69
6498,19,754,3,2017-04-19,2017-04-19 15:00:00,2017-04-19 16:00:00,6.7
6499,11,7435,4,2017-04-20,2017-04-20 15:00:00,2017-04-20 16:00:00,5.71
6500,19,4749,6,2017-04-21,2017-04-21 15:00:00,2017-04-21 16:00:00,5.34
6501,4,2901,3,2017-04-22,2017-04-22 15:00:00,2017-04-22 16:00:00,4.06
6502,11,684,1,2017-04-23,2017-04-23 15:00:00,2017-04-23 16:00:00,6.68
6503,16,74,2,2017-04-24,2017-04-24 15:00:00,2017-04-24 16:00:00,8.13
6504,13,6844,2,2017-04-25,2017-04-25 15:00:00,2017-04-25 16:00:00,4.26
6505,11,4156,1,2017-04-26,2017-04-26 15:00:00,2017-04-26 16:00:00,3.28
6506,6,7511,5,2017-04-27,2017-04-27 15:00:00,2017-04-27 16:00:00,3.38
6507,9,6202,4,2017-04-28,2017-04-28 15:00:00,2017-04-28 16:00:00,5.22
6508,16,6567,5,2017-04-29,2017-04-29 15:00:00,2017-04-29 16:00:00,1.52
6509,8,6661,3,2017-04-30,2017-04-30 15:00:00,2017-04-30 16:00:00,3.56
6510,10,7864,1,2017-05-01,2017-05-01 15:00:00,2017-05-01 16:00:00,5.24
6511,6,5368,4,2017-05-02,2017-05-02 15:00:00,2017-05-02 16:00:00,5.34
6512,16,3989,3,2017-05-03,2017-05-03 15:00:00,2017-05-03 16:00:00,8.25
6513,8,6393,5,2017-05-04,2017-05-04 15:00:00,2017-05-04 16:00:00,5.57
6514,19,5396,6,2017-05-05,2017-05-05 15:00:00,2017-05-05 16:00:00,2.9
6515,5,526,4,2017-05-06,2017-05-06 15:00:00,2017-05-06 16:00:00,1.71
6516,11,1898,7,2017-05-07,2017-05-07 15:00:00,2017-05-07 16:00:00,8.18
6517,18,4527,3,2017-05-08,2017-05-08 15:00:00,2017-05-08 16:00:00,7.65
6518,7,6953,1,2017-05-09,2017-05-09 15:00:00,2017-05-09 16:00:00,4.29
6519,7,8457,5,2017-05-10,2017-05-10 15:00:00,2017-05-10 16:00:00,1.45
6520,3,5117,5,2017-05-11,2017-05-11 15:00:00,2017-05-11 16:00:00,1.21
6521,16,5467,6,2017-05-12,2017-05-12 15:00:00,2017-05-12 16:00:00,6.8
6522,16,3325,10,2017-05-13,2017-05-13 15:00:00,2017-05-13 16:00:00,1.23
6523,17,584,7,2017-05-14,2017-05-14 15:00:00,2017-05-14 16:00:00,2.3
6524,8,4348,6,2017-05-15,2017-05-15 15:00:00,2017-05-15 16:00:00,7.96
6525,5,5452,10,2017-05-16,2017-05-16 15:00:00,2017-05-16 16:00:00,6.47
6526,7,756,5,2017-05-17,2017-05-17 15:00:00,2017-05-17 16:00:00,5.9
6527,7,4943,9,2017-05-18,2017-05-18 15:00:00,2017-05-18 16:00:00,5.77
6528,18,8744,4,2017-05-19,2017-05-19 15:00:00,2017-05-19 16:00:00,4.81
6529,3,1610,5,2017-05-20,2017-05-20 15:00:00,2017-05-20 16:00:00,5.88
6530,9,3562,6,2017-05-21,2017-05-21 15:00:00,2017-05-21 16:00:00,1.25
6531,14,2822,8,2017-05-22,2017-05-22 15:00:00,2017-05-22 16:00:00,6.68
6532,1,1508,8,2017-05-23,2017-05-23 15:00:00,2017-05-23 16:00:00,8.4
6533,18,5926,7,2017-05-24,2017-05-24 15:00:00,2017-05-24 16:00:00,5.38
6534,8,5466,4,2017-05-25,2017-05-25 15:00:00,2017-05-25 16:00:00,6.81
6535,10,4835,6,2017-05-26,2017-05-26 15:00:00,2017-05-26 16:00:00,6.53
6536,5,2819,5,2017-05-27,2017-05-27 15:00:00,2017-05-27 16:00:00,1.29
6537,9,9260,1,2017-05-28,2017-05-28 15:00:00,2017-05-28 16:00:00,3.52
6538,3,9334,3,2017-05-29,2017-05-29 15:00:00,2017-05-29 16:00:00,3.86
6539,12,8250,3,2017-05-30,2017-05-30 15:00:00,2017-05-30 16:00:00,5.76
6540,19,8190,6,2017-05-31,2017-05-31 15:00:00,2017-05-31 16:00:00,1.81
6541,14,4038,2,2017-06-01,2017-06-01 15:00:00,2017-06-01 16:00:00,2.63
6542,11,1191,9,2017-06-02,2017-06-02 15:00:00,2017-06-02 16:00:00,1.46
6543,10,6747,4,2017-06-03,2017-06-03 15:00:00,2017-06-03 16:00:00,8.32
6544,14,8234,1,2017-06-04,2017-06-04 15:00:00,2017-06-04 16:00:00,2.72
6545,8,8404,10,2017-06-05,2017-06-05 15:00:00,2017-06-05 16:00:00,1.6
6546,16,6753,8,2017-06-06,2017-06-06 15:00:00,2017-06-06 16:00:00,4.33
6547,10,1364,5,2017-06-07,2017-06-07 15:00:00,2017-06-07 16:00:00,5.58
6548,9,564,2,2017-06-08,2017-06-08 15:00:00,2017-06-08 16:00:00,2.29
6549,10,4261,3,2017-06-09,2017-06-09 15:00:00,2017-06-09 16:00:00,6.25
6550,3,2138,3,2017-06-10,2017-06-10 15:00:00,2017-06-10 16:00:00,7.25
6551,11,9291,5,2017-06-11,2017-06-11 15:00:00,2017-06-11 16:00:00,7.81
6552,16,3201,9,2017-06-12,2017-06-12 15:00:00,2017-06-12 16:00:00,1.01
6553,1,528,8,2017-06-13,2017-06-13 15:00:00,2017-06-13 16:00:00,2.95
6554,16,3856,4,2017-06-14,2017-06-14 15:00:00,2017-06-14 16:00:00,3.62
6555,9,3478,8,2017-06-15,2017-06-15 15:00:00,2017-06-15 16:00:00,3.04
6556,15,5025,6,2017-06-16,2017-06-16 15:00:00,2017-06-16 16:00:00,6.7
6557,11,7965,7,2017-06-17,2017-06-17 15:00:00,2017-06-17 16:00:00,3.31
6558,9,7970,9,2017-06-18,2017-06-18 15:00:00,2017-06-18 16:00:00,6.06
6559,3,3686,5,2017-06-19,2017-06-19 15:00:00,2017-06-19 16:00:00,3.88
6560,8,6803,9,2017-06-20,2017-06-20 15:00:00,2017-06-20 16:00:00,3.76
6561,13,7897,5,2017-06-21,2017-06-21 15:00:00,2017-06-21 16:00:00,1.77
6562,11,7187,1,2017-06-22,2017-06-22 15:00:00,2017-06-22 16:00:00,2.97
6563,5,6144,3,2017-06-23,2017-06-23 15:00:00,2017-06-23 16:00:00,1.28
6564,13,3900,7,2017-06-24,2017-06-24 15:00:00,2017-06-24 16:00:00,6.33
6565,2,5640,3,2017-06-25,2017-06-25 15:00:00,2017-06-25 16:00:00,3.51
6566,19,4649,9,2017-06-26,2017-06-26 15:00:00,2017-06-26 16:00:00,4.88
6567,12,3427,8,2017-06-27,2017-06-27 15:00:00,2017-06-27 16:00:00,7.59
6568,13,1287,7,2017-06-28,2017-06-28 15:00:00,2017-06-28 16:00:00,4.53
6569,8,5190,5,2017-06-29,2017-06-29 15:00:00,2017-06-29 16:00:00,8.82
6570,11,4538,10,2017-06-30,2017-06-30 15:00:00,2017-06-30 16:00:00,3.81
6571,3,6121,7,2017-07-01,2017-07-01 15:00:00,2017-07-01 16:00:00,4.71
6572,7,8890,6,2017-07-02,2017-07-02 15:00:00,2017-07-02 16:00:00,2.28
6573,17,4751,6,2017-07-03,2017-07-03 15:00:00,2017-07-03 16:00:00,7.17
6574,7,2991,8,2017-07-04,2017-07-04 15:00:00,2017-07-04 16:00:00,4.48
6575,9,1848,8,2017-07-05,2017-07-05 15:00:00,2017-07-05 16:00:00,8.31
6576,9,9240,2,2017-07-06,2017-07-06 15:00:00,2017-07-06 16:00:00,2.29
6577,15,7872,6,2017-07-07,2017-07-07 15:00:00,2017-07-07 16:00:00,6.05
6578,5,4101,8,2017-07-08,2017-07-08 15:00:00,2017-07-08 16:00:00,2.11
6579,6,7614,3,2017-07-09,2017-07-09 15:00:00,2017-07-09 16:00:00,4.05
6580,13,8400,2,2017-07-10,2017-07-10 15:00:00,2017-07-10 16:00:00,8.32
6581,2,4872,8,2017-07-11,2017-07-11 15:00:00,2017-07-11 16:00:00,7.58
6582,18,30,8,2017-07-12,2017-07-12 15:00:00,2017-07-12 16:00:00,5.5
6583,2,6936,8,2017-07-13,2017-07-13 15:00:00,2017-07-13 16:00:00,6.6
6584,13,133,2,2017-07-14,2017-07-14 15:00:00,2017-07-14 16:00:00,8.85
6585,18,6319,10,2017-07-15,2017-07-15 15:00:00,2017-07-15 16:00:00,6.73
6586,6,5201,4,2017-07-16,2017-07-16 15:00:00,2017-07-16 16:00:00,4.14
6587,18,8747,1,2017-07-17,2017-07-17 15:00:00,2017-07-17 16:00:00,7.92
6588,19,4157,2,2017-07-18,2017-07-18 15:00:00,2017-07-18 16:00:00,3.59
6589,5,622,4,2017-07-19,2017-07-19 15:00:00,2017-07-19 16:00:00,8.14
6590,18,9302,2,2017-07-20,2017-07-20 15:00:00,2017-07-20 16:00:00,2.35
6591,9,4397,2,2017-07-21,2017-07-21 15:00:00,2017-07-21 16:00:00,5.41
6592,9,3282,4,2017-07-22,2017-07-22 15:00:00,2017-07-22 16:00:00,5.2
6593,17,4940,10,2017-07-23,2017-07-23 15:00:00,2017-07-23 16:00:00,1.65
6594,13,3164,7,2017-07-24,2017-07-24 15:00:00,2017-07-24 16:00:00,7.38
6595,3,2813,4,2017-07-25,2017-07-25 15:00:00,2017-07-25 16:00:00,2.67
6596,10,8654,8,2017-07-26,2017-07-26 15:00:00,2017-07-26 16:00:00,8.19
6597,6,8751,10,2017-07-27,2017-07-27 15:00:00,2017-07-27 16:00:00,3.1
6598,12,5296,7,2017-07-28,2017-07-28 15:00:00,2017-07-28 16:00:00,7.7
6599,10,5801,7,2017-07-29,2017-07-29 15:00:00,2017-07-29 16:00:00,7.46
6600,3,4003,5,2017-07-30,2017-07-30 15:00:00,2017-07-30 16:00:00,1.45
6601,18,9126,8,2017-07-31,2017-07-31 15:00:00,2017-07-31 16:00:00,6.46
6602,5,6918,4,2015-01-01,2015-01-01 15:00:00,2015-01-01 16:00:00,1.95
6603,1,5143,1,2015-01-02,2015-01-02 15:00:00,2015-01-02 16:00:00,8.37
6604,18,7662,9,2015-01-03,2015-01-03 15:00:00,2015-01-03 16:00:00,8.81
6605,7,8961,5,2015-01-04,2015-01-04 15:00:00,2015-01-04 16:00:00,1.47
6606,17,8501,5,2015-01-05,2015-01-05 15:00:00,2015-01-05 16:00:00,3.49
6607,15,8730,1,2015-01-06,2015-01-06 15:00:00,2015-01-06 16:00:00,7.74
6608,2,6729,3,2015-01-07,2015-01-07 15:00:00,2015-01-07 16:00:00,7.1
6609,12,2596,3,2015-01-08,2015-01-08 15:00:00,2015-01-08 16:00:00,1.24
6610,16,4827,2,2015-01-09,2015-01-09 15:00:00,2015-01-09 16:00:00,5.02
6611,6,2876,5,2015-01-10,2015-01-10 15:00:00,2015-01-10 16:00:00,7.46
6612,14,7503,2,2015-01-11,2015-01-11 15:00:00,2015-01-11 16:00:00,7.67
6613,10,7699,8,2015-01-12,2015-01-12 15:00:00,2015-01-12 16:00:00,6.96
6614,6,6517,2,2015-01-13,2015-01-13 15:00:00,2015-01-13 16:00:00,7.54
6615,16,3698,10,2015-01-14,2015-01-14 15:00:00,2015-01-14 16:00:00,4.35
6616,7,1705,2,2015-01-15,2015-01-15 15:00:00,2015-01-15 16:00:00,5.4
6617,14,9129,7,2015-01-16,2015-01-16 15:00:00,2015-01-16 16:00:00,2.47
6618,8,699,9,2015-01-17,2015-01-17 15:00:00,2015-01-17 16:00:00,4.78
6619,18,3449,8,2015-01-18,2015-01-18 15:00:00,2015-01-18 16:00:00,2.45
6620,14,810,6,2015-01-19,2015-01-19 15:00:00,2015-01-19 16:00:00,2.61
6621,12,4221,5,2015-01-20,2015-01-20 15:00:00,2015-01-20 16:00:00,4.34
6622,7,4549,6,2015-01-21,2015-01-21 15:00:00,2015-01-21 16:00:00,7.36
6623,11,4659,7,2015-01-22,2015-01-22 15:00:00,2015-01-22 16:00:00,8.67
6624,14,5721,4,2015-01-23,2015-01-23 15:00:00,2015-01-23 16:00:00,2.29
6625,19,760,4,2015-01-24,2015-01-24 15:00:00,2015-01-24 16:00:00,6.13
6626,3,6146,3,2015-01-25,2015-01-25 15:00:00,2015-01-25 16:00:00,8.66
6627,15,414,1,2015-01-26,2015-01-26 15:00:00,2015-01-26 16:00:00,8.99
6628,14,2792,7,2015-01-27,2015-01-27 15:00:00,2015-01-27 16:00:00,4.66
6629,3,5742,6,2015-01-28,2015-01-28 15:00:00,2015-01-28 16:00:00,5.82
6630,2,8981,5,2015-01-29,2015-01-29 15:00:00,2015-01-29 16:00:00,5.58
6631,17,1230,8,2015-01-30,2015-01-30 15:00:00,2015-01-30 16:00:00,1.57
6632,8,4917,7,2015-01-31,2015-01-31 15:00:00,2015-01-31 16:00:00,6.34
6633,14,5637,6,2015-02-01,2015-02-01 15:00:00,2015-02-01 16:00:00,4.72
6634,8,6186,2,2015-02-02,2015-02-02 15:00:00,2015-02-02 16:00:00,2.52
6635,18,3347,7,2015-02-03,2015-02-03 15:00:00,2015-02-03 16:00:00,3.3
6636,2,1194,1,2015-02-04,2015-02-04 15:00:00,2015-02-04 16:00:00,4.78
6637,6,6502,7,2015-02-05,2015-02-05 15:00:00,2015-02-05 16:00:00,1.31
6638,17,6260,4,2015-02-06,2015-02-06 15:00:00,2015-02-06 16:00:00,4.37
6639,14,8915,4,2015-02-07,2015-02-07 15:00:00,2015-02-07 16:00:00,8.85
6640,18,5719,10,2015-02-08,2015-02-08 15:00:00,2015-02-08 16:00:00,6.78
6641,14,839,10,2015-02-09,2015-02-09 15:00:00,2015-02-09 16:00:00,7.04
6642,11,1681,3,2015-02-10,2015-02-10 15:00:00,2015-02-10 16:00:00,1.4
6643,11,8966,4,2015-02-11,2015-02-11 15:00:00,2015-02-11 16:00:00,2.03
6644,20,6076,3,2015-02-12,2015-02-12 15:00:00,2015-02-12 16:00:00,6.85
6645,6,9235,9,2015-02-13,2015-02-13 15:00:00,2015-02-13 16:00:00,2.5
6646,19,3273,7,2015-02-14,2015-02-14 15:00:00,2015-02-14 16:00:00,7.6
6647,13,274,7,2015-02-15,2015-02-15 15:00:00,2015-02-15 16:00:00,6.15
6648,14,2970,7,2015-02-16,2015-02-16 15:00:00,2015-02-16 16:00:00,6.55
6649,18,1579,2,2015-02-17,2015-02-17 15:00:00,2015-02-17 16:00:00,7.54
6650,5,748,8,2015-02-18,2015-02-18 15:00:00,2015-02-18 16:00:00,4.7
6651,18,3648,8,2015-02-19,2015-02-19 15:00:00,2015-02-19 16:00:00,6.73
6652,2,6750,3,2015-02-20,2015-02-20 15:00:00,2015-02-20 16:00:00,3.08
6653,20,4261,10,2015-02-21,2015-02-21 15:00:00,2015-02-21 16:00:00,6.37
6654,18,3525,8,2015-02-22,2015-02-22 15:00:00,2015-02-22 16:00:00,1.5
6655,9,8800,7,2015-02-23,2015-02-23 15:00:00,2015-02-23 16:00:00,2.6
6656,11,7128,6,2015-02-24,2015-02-24 15:00:00,2015-02-24 16:00:00,4.55
6657,14,6341,7,2015-02-25,2015-02-25 15:00:00,2015-02-25 16:00:00,7.24
6658,4,8717,2,2015-02-26,2015-02-26 15:00:00,2015-02-26 16:00:00,4.14
6659,18,2996,4,2015-02-27,2015-02-27 15:00:00,2015-02-27 16:00:00,1.82
6660,10,4279,9,2015-02-28,2015-02-28 15:00:00,2015-02-28 16:00:00,6.55
6661,20,3441,6,2015-03-01,2015-03-01 15:00:00,2015-03-01 16:00:00,5.14
6662,3,2391,5,2015-03-02,2015-03-02 15:00:00,2015-03-02 16:00:00,4.43
6663,18,8182,10,2015-03-03,2015-03-03 15:00:00,2015-03-03 16:00:00,1.96
6664,9,9057,5,2015-03-04,2015-03-04 15:00:00,2015-03-04 16:00:00,3.8
6665,10,2052,5,2015-03-05,2015-03-05 15:00:00,2015-03-05 16:00:00,3.42
6666,12,443,9,2015-03-06,2015-03-06 15:00:00,2015-03-06 16:00:00,5.65
6667,6,224,3,2015-03-07,2015-03-07 15:00:00,2015-03-07 16:00:00,2.5
6668,19,5197,5,2015-03-08,2015-03-08 15:00:00,2015-03-08 16:00:00,1.35
6669,16,6405,9,2015-03-09,2015-03-09 15:00:00,2015-03-09 16:00:00,2.52
6670,2,4016,6,2015-03-10,2015-03-10 15:00:00,2015-03-10 16:00:00,7.08
6671,5,6158,4,2015-03-11,2015-03-11 15:00:00,2015-03-11 16:00:00,1.4
6672,11,8113,4,2015-03-12,2015-03-12 15:00:00,2015-03-12 16:00:00,1.45
6673,13,2215,7,2015-03-13,2015-03-13 15:00:00,2015-03-13 16:00:00,3.75
6674,3,5787,7,2015-03-14,2015-03-14 15:00:00,2015-03-14 16:00:00,4.5
6675,8,2876,2,2015-03-15,2015-03-15 15:00:00,2015-03-15 16:00:00,4.98
6676,14,1106,9,2015-03-16,2015-03-16 15:00:00,2015-03-16 16:00:00,1.62
6677,19,7442,7,2015-03-17,2015-03-17 15:00:00,2015-03-17 16:00:00,2.44
6678,18,3827,6,2015-03-18,2015-03-18 15:00:00,2015-03-18 16:00:00,6.47
6679,14,8105,2,2015-03-19,2015-03-19 15:00:00,2015-03-19 16:00:00,5.1
6680,2,7149,4,2015-03-20,2015-03-20 15:00:00,2015-03-20 16:00:00,1.28
6681,16,2182,8,2015-03-21,2015-03-21 15:00:00,2015-03-21 16:00:00,6.85
6682,6,8241,1,2015-03-22,2015-03-22 15:00:00,2015-03-22 16:00:00,4.98
6683,18,8230,6,2015-03-23,2015-03-23 15:00:00,2015-03-23 16:00:00,2.16
6684,10,3604,7,2015-03-24,2015-03-24 15:00:00,2015-03-24 16:00:00,8.8
6685,16,2179,9,2015-03-25,2015-03-25 15:00:00,2015-03-25 16:00:00,8.85
6686,17,3877,4,2015-03-26,2015-03-26 15:00:00,2015-03-26 16:00:00,6.73
6687,6,1467,2,2015-03-27,2015-03-27 15:00:00,2015-03-27 16:00:00,3.77
6688,16,1781,2,2015-03-28,2015-03-28 15:00:00,2015-03-28 16:00:00,4.46
6689,7,8978,7,2015-03-29,2015-03-29 15:00:00,2015-03-29 16:00:00,1.79
6690,4,4706,8,2015-03-30,2015-03-30 15:00:00,2015-03-30 16:00:00,6.92
6691,10,3366,7,2015-03-31,2015-03-31 15:00:00,2015-03-31 16:00:00,4.57
6692,4,9289,3,2015-04-01,2015-04-01 15:00:00,2015-04-01 16:00:00,2.89
6693,12,1870,6,2015-04-02,2015-04-02 15:00:00,2015-04-02 16:00:00,2.9
6694,13,1442,4,2015-04-03,2015-04-03 15:00:00,2015-04-03 16:00:00,6.85
6695,15,3114,9,2015-04-04,2015-04-04 15:00:00,2015-04-04 16:00:00,2.79
6696,17,950,7,2015-04-05,2015-04-05 15:00:00,2015-04-05 16:00:00,2.88
6697,14,2461,5,2015-04-06,2015-04-06 15:00:00,2015-04-06 16:00:00,1.3
6698,20,2421,7,2015-04-07,2015-04-07 15:00:00,2015-04-07 16:00:00,3.06
6699,2,4665,9,2015-04-08,2015-04-08 15:00:00,2015-04-08 16:00:00,4.99
6700,7,5432,2,2015-04-09,2015-04-09 15:00:00,2015-04-09 16:00:00,7.55
6701,3,1527,1,2015-04-10,2015-04-10 15:00:00,2015-04-10 16:00:00,5.33
6702,18,4767,8,2015-04-11,2015-04-11 15:00:00,2015-04-11 16:00:00,3.99
6703,17,6372,8,2015-04-12,2015-04-12 15:00:00,2015-04-12 16:00:00,8.76
6704,9,2429,1,2015-04-13,2015-04-13 15:00:00,2015-04-13 16:00:00,4.14
6705,6,9054,7,2015-04-14,2015-04-14 15:00:00,2015-04-14 16:00:00,7.43
6706,18,5412,4,2015-04-15,2015-04-15 15:00:00,2015-04-15 16:00:00,7.4
6707,3,261,5,2015-04-16,2015-04-16 15:00:00,2015-04-16 16:00:00,5.11
